abb	abban
ifjúsággyümőcsbe	ifjúsággyümölcsbe
iféli	éjféli
igazitotta	igazította
igazittani	igazítani
igazittását	igazítását
igazok	igazuk
igazságbó	igazságból
igazétotta	igazította
igenyöst	egyenesen
igirte	ígérte
igirtík	ígérték
igy	így
igyenessen	ingyenesen
igyenösen	egyenesen
igyenössen	egyenesen
igyík	igyon
igázsá	igaza
igér	ígér
igéretet	ígéretet
igéretünket	ígéretünket
igérjen	ígérjen
igérközék	ígérkezik
igért	ígért
igérte	ígérte
igértem	ígértem
igír	ígér
igírjík	ígérjék
igírni	ígérni
igön	igen
ihatik	ihat
ihes	éhes
iiigyunk	igyunk
ijdetemben	ijedtemben
ijedett	ijedt
ijedtibe	ijedtében
ijedtiben	ijedtében
ijen	ilyen
ijenkor	ilyenkor
ijesztegették	ijesztgették
ijettibe	ijedtében
ijje	éjjel
ijjedtem	ijedtem
ijjedtébcn	ijedtében
ijjel	éjjel
ijjelin	éjjelén
ijjesszen	ijesszen
ijjeszteni	ijeszteni
ijjesztik	ijesztik
ijjesztő	ijesztő
ijjett	ilyet
iletem	életem
ill	ily
illat-üzletből	illatüzlet
illen	ilyen
illendoen	illendően
illesmihez	ilyesmihez
illy	ily
illyen	ilyen
illyet	ilyet
ilonaé	ilonáért
ilonáho	ilonához
ilonáró	ilonáról
ilyenbül	ilyenből
ilyenkó	ilyenkor
ilyenök	ilyenek
ilyesfélével	ilyesféle
im	ím
imakönyet	imakönyvet
ime	íme
imitt-amott	amott
immán	immár
imáccság	imádság
imáccságot	imádságot
imátkosztunk	imádkoztunk
imátkoznak	imádkoznak
imátkoznyi	imádkozni
imátkozott	imádkozott
inasomrúl	inasomról
inasrúl	inasról
inassa	inasa
inassárúl	inasáról
inassával	inasával
inci-finci	incifinci
indolt	indult
indulja	induljon
indull	indul
indzsellër	inzsellér
indúlnak	indulnak
indúlni	indulni
indúlt	indult
indút	indult
indútam	indultam
indútá	indultál
inek	inak
infláció-gerjesztő	inflációgerjesztő
ingöm	ingem
ingömet	engem
ingömöt	engem
innapot	ünnepet
innekső	innenső
innen-onnan	onnan
innenen	innen
innent	innen
innep	ünnep
innepbe	ünnepbe
innepeltek	ünnepeltek
innestől	innentől
innet	innét
innya	inni
innyi	inni
innén	innen
instállom	instálom
intelemrő	intelemről
internet-kapcsolat	internetkapcsolat
internetto	Internetto
internettó	internetto
iovacskáját	lovacskáját
ippeg	éppen
ippen	éppen
ippenn	éppen
ir	ír
irdas	ordas
irigysíg	irigység
irja	írja
irjunk	írjunk
irják	írják
irka-firka	irkafirka
irnak	írnak
irni	írni
irt	írt
irte	érte
irtózatossan	irtózatosan
irva	írva
iránybul	irányból
irányítik	irényítják
irígységet	irigységet
irígységtől	irigységtől
irótoll	írótoll
iskolábó	iskolából
ismerjík	ismerjék
ismeröm	ismerem
istallóba	istállóba
istenigazába	istenigazában
isteninek	istenének
istentehenkéjét	istentehénkéjét
istentül	istentől
istentű	istentől
istentűl	istentől
istenöm	istenem
istenös	istenes
istvánnétul	istvánnétól
istállóbó	istállóból
istáló	istálló
istálóba	istállóba
istálóban	istállóból
iszafahan	iszfahán
iszen	hiszen
iszfahan	iszfahán
iszkábázta	eszkábálta
itassá	itass
itatóvájú	itatóvályú
itellelt	itallal
itt-ett	ivott-evett
itthol	itthon
itthonrúl	itthonról
itthun	itthon
itéletet	ítéletet
iva	írva
ivogáltak	iddogáltak
ivszi	viszi
ivutt	ivott
izenem	üzenem
izenetemet	üzenetemet
izenetet	üzenetet
izenetre	üzenetre
izenetét	üzenetét
izeni	üzeni
izent	üzent
izentek	üzentek
izott	hízott
izzitani	izzítani
izéjive	izéjével
izéni	izélni
izétü	izétől
izéve	izével
iába	lába
iám	lám
iát	lát
iéféli	éjféli
iégen	jégen
iéger	jéger
iéjje	éjjel
iéjjel	éjjel
iéjjé	éjjel
iénekelnek	énekelnek
iénekelve	énekelve
iérviényes	érvényes
iévben	évben
j'az	az
jajgatásho	jajgatáshoz
jajjgatott	jajgatott
javaslahoz	javaslathoz
javitgatni	javítgatni
jaz	az
jaó	jó
jaóra	jóra
jaószág	jószág
jaószágot	jószágot
jedtibe	ijedtében
jegyessit	jegyesét
jegygyürüjét	jegygyűrűjét
jegönyefa	jegenyefa
jegönyefának	jegenyefának
jelenccs	jelents
jelentenyi	jelenteni
jelentyi	jelenti
jelentötte	jelentette
jelnetésében	jelentésében
jelzálog-bankja	jelzálogbankja
jelé	elé
jelënt	jelent
jer	gyere
jere	gyere
jertek	gyertek
jesztgetik	ijesztgetik
jmondta	mondta
jobbakval	jobbakkal
jobbná	jobbnál
jobbra-e	jobbra
jobbró	jobbról
johnson-nál	johnsonnál
joj	jaj
jovasolta	javasolta
juhak	juhok
juhakolbúl	juhakolból
juhakóba	juhakol
juhakól	juhakol
juliusban	júliusban
jun	jún.
junius	június
jutnyi	jutni
juttak	jutottak
juttunk	jutottunk
jáccani	játszani
jáccik	játszik
jáccogattam	játszogattam
jácodni	játszódni
jágëerho	jágerhoz
jáj	jaj
jándékot	ajándékot
jánnak	lánynak
jánt	lányt
jány	lány
jánya	lánya
jányka	lányka
jánynak	lánynak
jányok	lányok
jányokat	lányokat
jányoknak	lányoknak
jányokval	lányokkal
jányom	lányom
jányt	lányt
jányékhoz	lányékhoz
járkát	járkált
jármas	jármos
járnyi	járni
jártónk	jártunk
járáskelésbe	járás-kelésbe
jászojba	jászolba
jászolhó	jászolhoz
jászoly	jászol
jávor-szarvasfogakkal	jávorszarvasfogakkal
jégesső	jégeső
jégesű	jégeső
jégfelhőköt	jégfelhőket
jércéji	jércéje
jézús	jézus
jóakaratját	jóakaratát
jóindulatbúl	jóindulatból
jóindulatját	jóindulatát
jój	jaj
jókedvibe	jókedvébe
jókedvit	jókedvét
jókedvüen	jókedvűen
jókivánság	jókívánság
jókori	jókora
jólaktam	jóllaktam
jóllalktak	jóllaktak
jóltévőmöt	jótevőmet
jószántodból	jószántadból
jóságodér	jóságodért
jóságónkot	jóságunkat
jósóni	jósolni
jósúnak	jósolnak
jótettedér	jótettedért
jótétel	jótétel
jóu	jó
jóul	jól
józanyodnyi	józanodni
jóézűen	jóízűen
jóíz	íz
jóízüen	jóízűen
jóú	jól
jöhetök	jöhetek
jöhetők	jöhetek
jöjjöj	jöjjön
jönek	jönnek
jönn	jön
jösszte	jöszte
jösztök	jöttök
jöt	jött
jöttíl	jöttél
jövedőbelijök	jövendőbelijük
jövendőbelijët	jövendőbelijét
jövendőbelijöket	jövendőbelijüket
jövendőbélim	jövendőbelim
jövendőlnek	jövendölnek
jövendőlni	jövendölni
jövendőlését	jövendölését
jövevíny	jövevény
jövö	jövő
jövük	jövünk
jövőjit	jövőjét
júlusban	júliusban
jüjjetek	jöjjetek
jünni	jönni
jüttek	jöttek
jő	jön
jőjj	jöjj
jőjjenek	jöjjenek
jőjjön	jöjjön
jőne	jönne
jőnek	jönnek
jőni	jönni
jű	jön
jűjjek-menjek	jöjjek-menjek
jűne	jönne
kajabajálta	kiabálta
kajabolja	kiabálja
kajabolti	kiabálta
kajbolta	kiabálta
kajbál	kiabál
kajbálni	kiabálni
kajbált	kiabált
kajbálta	kiabálta
kajobálták	kiabálták
kakuk	kakukk
kakukfűvel	kakukkfűvel
kakukkól	kakukkol
kakukmadarat	kakukkmadarat
kakukol	kakukkol
kakukot	kakukkot
kakukszó	kakukkszó
kakuktól	kakukktól
kalapjárló	kalapjáról
kalitkástól	kalitkástul
kalitkástúl	kalitkástul
kalácssütísnek	kalácssütésnek
kalácstísztábúl	kalácstésztából
kampósbotomval	kampósbotommal
kanargó	kanyargó
kanáljával	kanalával
kaott	kapott
kapaszkoggyatok	kapaszkodjatok
kapján	kapuján
kapol	kapsz
kaptanak	kaptak
kaptt	kapott
kapujok	kapujuk
kapálnyi	kapálni
kapáni	kapálni
kapúra	kapura
karacsony	karácsony
kardjokat	kardjukat
karjábó	karjából
kartonpack-kal	kartonpackkal
karáconkor	karácsonykor
karácson	karácsony
kaszástló	kaszástól
katholikus	katolikus
katonaid	katonáid
katonakovártély	katonakvártély
katonpack	kartonpack
katonátúl	katonától
katulyás	skatulyás
katulyát	skatulyát
katulyáért	skatulyáért
kazalbó	kazalból
kazlostúl	kazlostul
kazálba	kazalba
kaóbaszt	kolbászt
kaóbászúk	kolbászuk
kebelibe	keblébe
kebeliben	kebelében
keblire	keblére
kecske-katonaság	kecskekatonaság
kedveskedésbő	kedveskedésből
kedveskönni	kedveskedni
kedvesöm	kedvesem
kedvesőm	kedvesem
kedvibe	kedvébe
kedvit	kedvét
kedvéra	kedvére
kedvödet	kedvedet
keetek	kendtek
kegyelmesenn	kegyelmesen
kegyemöd	kegyelmed
kegyetlenű	kegyetlenül
kehëlybe	kehelybe
kelcsük	keltsük
kelebibe	keblébe
kelebjéből	kebléből
keletkëzik	keletkezik
keletlen	keletlen
kellése	kelése
kelléses	keléses
kellést	kelést
kellésës	keléses
kellött	kellett
kemenbe	kemencébe
kemenczébe	kemencébe
kemenczét	kemencét
kement	kemencét
kemöncének	kemencének
kendeje	kendője
kendejével	kendőjével
kendermagát	kendermagját
kendír	kendért
kendőjit	kendőjét
kenyerekbűl	kenyerekből
kenyergem	könyörgöm
kenyeribő	kenyeréből
kenyerit	kenyerét
kenyerőnk	kenyerünk
kenyírirt	kenyérért
kenyírnek	kenyérnek
keravill-t	keravillt
kerbe	körbe
kerecsëndre	kerecsendre
kerekedeskereken	kereken
kerekes-	kerekes
kereknyomba	keréknyomba
kerengenek	kerengnek
keresell	keresel
kereskedel	kereskedsz
keresniök	keresniük
keresnyi	keresni
keresnëd	keresned
keressz	keresel
kerestyén	keresztény
kerestík	keresték
keresz	kereszt
kereszt-úthoz	keresztúthoz
keresztapjok	keresztapjuk
keresztapjuktó	keresztapjuktó
keresztapjáhó	keresztapjához
keresztapjátúl	keresztapjától
kereszteletlenűl	kereszteletlenül
keresztezisinél	kersztezésénél
kereszthe	kereszthez
kereszthö	kereszthez
kereszthő	kereszthez
kereszttűl	kereszttől
keresztuthoz	keresztúthoz
keresztutnál	keresztútnál
keresztutra	keresztútra
keresztutón	keresztúton
keresztölném	keresztelném
keresztútat	keresztutat
keresztülik	keresztelik
keresztől	keresztül
keresztű	keresztül
keresztűl	keresztül
keresztűldobják	keresztüldobják
keresztűllép	keresztüllép
keresztűlmentünk	keresztülmentünk
keresök	keresek
keringűt	keringőt
keritenek	kerítenek
keriteni	keríteni
kerittésin	kerítésén
keritésre	kerítésre
keritísenn	kerítésen
kertjekben	kertükben
kertji	kertje
kertjibe	kertjébe
kertjiben	kertjében
kertvégbül	kertvégből
kertísz	kertész
kertíszhez	kertészhez
kertíszi	kertészi
kertíszlakba	kertészlakba
kertíszlegíny	kertészlegény
kertíszlegínyhez	kertészlegényhez
kertíszlegínyt	kertészlegényt
kertísznek	kertésznek
kertíszt	kertészt
kertíszéknek	kertészéknek
kerüjön	kerüljön
kerülhettíl	kerülhettél
kerüll	kerül
kerüllő	kerülő
kerülté	kerültél
kerültíl	kerültél
kerű	kerül
kerűl	kerül
kerűlt	került
kerűt	került
kerűtem	kerültem
kesergéshe	kesergéshez
keserves-kinos	keserves-kínos
keservesenn	keservesen
keservibe	keservébe
keszkendő	keszkenő
keszkendőt	keszkenőt
ketten-hároman	ketten-hárman
kettonknek	kettőnknek
kettészakitotta	kettészakította
kettőharapott	kettéharapott
kettőjök	kettőjük
kettőjöket	kettőjüket
kettőjöknek	kettőjüknek
kettőjük	kettejük
keveredel	keveredsz
kevernyi	keverni
keves	kevés
kevesellette	kevesellte
kezdenyi	kezdeni
kezdjőnk	kezdjünk
kezdtík	kezdték
kezdëtt	kezdett
kezdött	kezdett
kezedrű	kezedről
kezedvel	kezeddel
kezefeje	kézfeje
kezefejjén	kézfején
kezefejét	kézfejét
kezemvel	kezemmel
kezi	keze
kezi-lába	keze-lába
kezibe	kezébe
keziben	kezében
keziből	kezéből
kezikbe	kezükbe
kezit	kezét
kezit-lábát	kezét-lábát
kezivel	kezével
kezsit	kezét
keztyűjét	kesztyűjét
kezték	kezdték
kezébő	kezéből
kezéhe	kezéhez
kezökben	kezükben
keőccsön	kölcsön
ki	ki
ki-mi	mi
kiabálnyi	kiabálni
kiabányi	kiabálni
kiabát	kiabált
kiabáta	kiabálta
kialudott	kialudt
kiannyi	kiadni
kibeszílte	kibeszélte
kibirja	kibírja
kibujék	kibújt
kibántá	kibántál
kibúhassak	kibújhat
kibújuk	kibújik
kibútt	kibújt
kibúvik	kibújik
kicseréllik	kicserélik
kicseréték	kicserélték
kicsinnyég	kicsinység
kicsiráztak	kicsíráztak
kicsínt	kicsit
kidhusz-nak	kidhusznak
kiduvadának	kidúvadának
kidüjjed	kidülled
kidüt	kidőlt
kidőt	kidőlt
kidűlt-bedűlt	kidőlt-bedőlt
kidűtöm	kidöntöm
kidűtötte	kidöntötte
kied	kend
kiedet	kegyelmedet
kiednek	kegyelmednek
kiedtől	kegyelmedtől
kiedé	kegyelmedé
kieg	kieg.
kiejtés-	kiejtés
kiengenni	kiengedni
kient	kend
kientnek	kendnek
kieresztlek	kieresztelek
kiesött	kiesett
kietek	kendtek
kieteknek	kendteknek
kifakadott	kifakadt
kifeküttünk	kifeküdtünk
kifeszitëtt	kifeszített
kifizetyi	kifizeti
kifogyék	kifogyott
kifordol	kifordul
kifurják	kifúrják
kifutatott	kifutott
kifáradott	kifáradt
kiguringatni	kigurigatni
kigyelmed	kegyelmed
kigyelmeddel	kegyelmeddel
kigyelmedet	kegyelmedet
kigyelmedhez	kegyelmedhez
kigyelmednek	kegyelmednek
kigyelmednél	kegyelmednél
kigyelmedtől	kegyelmedtől
kigyelmetek	kegyelmetek
kigyelmeteket	kegyelmeteket
kigyelmeteknek	kegyelmeteknek
kigyelmetektől	kegyelmetektől
kigyulad	kigyullad
kigyó	kígyó
kigyóbőrt	kígyóbőrt
kigyógyúl	kigyógyul
kigyót	kígyót
kigyóval	kígyóval
kigyöhetsz	kijöhetsz
kigyön	kijön
kigyött	kijött
kigyöttünk	kijöttünk
kigyüjjön	kijöjjön
kigyünni	kijönni
kigyütt	kijött
kigyüttek	kijöttek
kigyüttünk	kijöttünk
kihagyította	kihajította
kihanyítom	kihajítom
kihanyítottam	kihajítottam
kihanyították	kihajították
kihuták	kihúzták
kihuzza	kihúzza
kihuzzák	kihúzzák
kihánni	kihányni
kihánta	kihányta
kihírdettík	kihirdették
kihíta	kihívta
kihítta	kihívta
kihótak	kihaltak
kihúll	kihull
kihülés	kihűlés
kijelentötte	kijelentette
kijózanogyik	kijózanodik
kijő	kijön
kike	kikel
kiki	ki-ki
kikiril	kukorékol
kikiríkulta	kukorékolta
kikiseér	kikísér
kikászalódni	kikászálódni
kikésérték	kikísérték
kiköltözködének	kiköltözködtek
kikötte	kikötötte
kiküldötték	kiküldték
kikő	kikel
kikől	kikel
kikőt	kikelt
kilecvenkilen-cedik	kilecvenkilencedik
kilencvenegyikbe	kilencvenedik
kilencvenkilncet	kilencvenkilencet
kilessi	kilesi
kilincsihez	kilincséhez
kilises	keléses
kilíp	kilép
kilódittám	kilódítottam
kilövellkedett	kilövelkedett
kilüvi	kilövi
kimarkól	kimarkol
kimegyen	kimegy
kimene	kiment
kimenek	kimegyek
kimennyi	kimenni
kimenyek	kimegyek
kimenyen	kimegy
kimulása	kimúlása
kimén	kimegy
kimírette	kimérette
kimögyök	kimegyek
kimönni	kimenni
kimönnének	kimennének
kimönt	kiment
kimönyön	kimegy
kimúlatta	kimulatta
kincseskamarába	kincseskamrába
kincseskamarában	kincseskamrában
kincseskamarádba	kincseskamrádba
kincseskamarájából	kincseskamrájából
kincsiírt	kincséért
kincssel	kinccsel
kincsset	kincset
kincséér	kincséért
kincsöket	kincseket
kincsöt	kincset
kinderjük	kenderjük
kinjában	kínjában
kinlódj	kínlódj
kinnal	kínnal
kinnt	kint
kinozza	kínozza
kintlévőségi	kintlévőségei
kinyajják	kinyalják
kinyeredet	kenyeredet
kinyerem	kenyerem
kinyeret	kenyeret
kinyilik	kinyílik
kinyillik	kinyílik
kinyitani	kinyitni
kinyitaná	kinyitná
kinyitta	kinyitotta
kinyitták	kinyitották
kinyérdombnak	kenyérdombnak
kinyérétt	kenyérért
kinzás	kínzás
kinzó	kínzó
kinálja	kínálja
kinállya	kínálja
kinálták	kínálták
kinálunk	kínálunk
kiné	kinél
kinë	kinél
kiníz	kinéz
kinízett	kinézett
kinízni	kinézni
kinózta	kínozta
kinövísre	kinövésre
kinőttt	kinőtt
kipihentík	kipihenték
kipocscsan	kipottyan
kiprobávo	kipróbálva
kipzik	képezik
kirepödözve	kirepedezve
királ	király
királhon	királyhoz
királhoz	királyhoz
királi	királyi
királkisasszonynak	királykisasszonynak
királra	királyra
királyasszonyná	királyasszonynál
királyfiakot	királyfiakat
királyfijának	királyfiának
királyfirúl	királyfiról
királyfiu	királyfiú
királyfiunak	királyfiú
királyfiut	királyfiút
királyja	királya
királykiasszonynak	királykisasszonynak
királykisassznny	királykisasszony
királykisasszonyho	királykisasszonyhoz
királykisasszonytúl	királykisasszonytól
királykisaszonnyal	királykisasszonnyal
királykisaszszony	királykisasszony
királyleán	királyleány
királyná	királynál
királyného	királynéhoz
királynéjátó	királynéjától
királynéjé	királynéé
királytúl	királytól
királyval	királlyal
királyúrfitúl	királyúrfitól
kis-kanász	kiskanász
kisasszonka	kisasszonyka
kisbornyúja	kisborjúja
kisbornyút	kisborjút
kiscselédöm	kiscselédem
kiscsikaja	kicsikója
kiscsikajának	kiscsikójának
kiscsíkó	kiscsikó
kisebbitse	kisebbítse
kisfiuk	kisfiúk
kisgyerekemvel	kisgyerekemmel
kisgyerekinek	kisgyerekének
kisgyerekit	kisgyerekét
kisgyerëkët	kisgyereket
kishasznon-gépjárművet	kishasznongépjárművet
kisjány	kislány
kiskorába	kiskorában
kissurrant	kisurrant
kisujjadró	kisujjadról
kisujjáró	kisujjáról
kisujszállási	kisújszállási
kisvarangynak	kisvarangynak
kisvágtatva	kisvártatva
kisz	kis
kiszabadithatta	kiszabadíthatta
kiszabadittám	kiszabadítám
kiszaladott	kiszaladt
kiszegeőttettek	kiszegődtetek
kiszítta	kiszívta
kiszűlt	kiszült
kisére	misére
kisérje	kísérje
kisérletek	kísérletek
kisérletezés	kísérletezés
kisértet	kísértet
kisértetek	kísértetek
kisértetet	kísértetet
kisértetről	kísértetről
kisértettől	kísértettől
kisöccsi	kisöccse
kisöccsinek	kisöccsének
kisöccsitő	kisöccsétől
kisöccsitől	kisöccsétől
kisütnyi	kisütni
kisőn	későn
kitalju	kitanulja
kitanittatta	kitaníttatta
kitanálod	kitalálod
kitanálsz	kitalálsz
kitanálta	kitalálta
kitanálták	kitalálták
kitanányi	kitalálni
kitellik	kitelik
kitellék	telt
kiteritett	kiterített
kiteritve	kiterítve
kitunő	kitűnő
kitur	kitúr
kity-koty	kitty-kotty
kitëpik	kitépik
kitípi	kitépi
kitírő	kitérő
kitöltőd	kitöltöd
kitötésvel	kikötéssel
kitűztík	kitűzték
kivirët	kivirágzik
kiviszesz	kiviszel
kivonszolnyi	kivonszolni
kiválaszott	kiválasztott
kiválasztá	kiválasztotta
kiválék	kiválik
kiváncsi	kíváncsi
kiváncsiak	kíváncsiak
kiváncsian	kíváncsian
kiváncsiság	kíváncsiság
kiváncsiságot	kíváncsiságot
kivánd	kívánd
kivánhat	kívánhat
kivánhatsz	kívánhatsz
kivánja	kívánja
kivánna	kívánna
kivánok	kívánok
kivánom	kívánom
kivánsz	kívánsz
kivánság	kívánság
kivánsága	kívánsága
kivánságod	kívánságod
kivánságok	kívánságok
kivánságokat	kívánságokat
kivánságomat	kícánságomat
kivánságot	kívánságot
kivánságuk	kívánságuk
kivánságához	kívánságához
kivánságát	kívánságát
kivánt	kívánt
kivántál	kívántál
kivönni	kivenni
kivötte	kivette
kivül	kívül
kivülről	kívülről
kiállani	kiállni
kiállanod	kiállnod
kiállittassa	kiállíttassa
kiáltanyi	kiáltani
kiáltnak	kiáltanak
kiáltonak	kiáltanak
kiáltottá	kiáltotta
kiátnak	kiáltanak
kiátott	kiáltott
kiátottam	kiáltottam
kiátozni	kiáltozni
kiátoztuk	kiáltoztuk
kiátson	kiáltson
kiáttsák	kiáltsák
kiáták	kiáltották
kiéi	kié
kiészen	készen
kiészülődések	készülődések
kiíheztetett	kiéheztetett
kiírjenek	kiérjenek
kiírkezett	kiérkezett
kiírtek	kiértek
kiódta	kioldta
kiódzott	kioldozódott
kiótotta	kioltotta
kiöblitik	kiöblítik
kiüsmerszik	kiismerszik
kiütyi	kiüti
kiőtözött	kiöltözött
kiűztík	kiűzték
kluwe	kluwer
kobakjáró	kobakjáról
kocsijok	kocsijuk
kocsikval	kocsikkal
kocsissát	kocsisát
kocsistúl	kocsistól
kocsiódalt	kocsioldalt
kocsmábó	kocsmából
kocsmárosfamilia	kocsmárosfamília
kocza	koca
kokas	kakas
kokasnak	kakasnak
kokorékok	kukorékok
kokosok	kakasok
kolbászval	kolbásszal
koldusgunyába	koldusgúnyába
kolduskölke	kolduskölyke
koldús	koldus
koldúshó	koldushoz
koldúsnak	koldusnak
koldúsok	koldusok
koldústúl	koldustól
kollinta	kólintott
kollintja	kólintja
kolégyomba	kollégiumba
komaasszonyáér	komaasszonyáért
komaék	komáék
komaékho	komáékhoz
komediásnak	komédiásnak
komendáták	kommendálták
komja-asszonya	komaasszonya
kommandérozta	kommandírozta
kommandérozza	kommandírozza
